hhidpn,F_4_leisure_07,F_4_leisure_09,F_4_leisure_11,F_4_leisure_13,F_4_leisure_15,F_4_leisure_17,F_4_leisure_19,F_3_leisure_07,F_3_leisure_09,F_3_leisure_11,F_3_leisure_13,F_3_leisure_15,F_3_leisure_17,F_3_leisure_19,F_3_leisuremp_07,F_3_leisuremp_09,F_3_leisuremp_11,F_3_leisuremp_13,F_3_leisuremp_15,F_3_leisuremp_17,F_3_leisuremp_19,agegroup
524105010,,,2,4,8,8,14,,,2,4,4,4,6,,,2,4,4,4,6,0
524144020,,,10,10,4,,10,,,6,6,4,,6,,,6,6,4,,2,0
524151010,,,14,1,2,14,16,,,6,1,2,6,8,,,6,1,2,6,8,0
524258020,,,4,,12,2,2,,,4,,8,2,2,,,4,,8,2,2,0
524289020,,,2,8,6,10,12,,,2,4,2,6,8,,,2,4,2,2,8,0
524292010,,,10,10,16,2,6,,,6,6,8,2,2,,,2,6,8,2,2,0
524362010,,,10,1,3,11,11,,,6,1,3,7,7,,,6,1,3,7,3,0
524385010,,,14,15,,14,16,,,6,7,,6,8,,,6,7,,6,8,0
524470010,,,16,8,16,16,16,,,8,4,8,8,8,,,8,4,8,8,8,0
524503010,,,2,6,6,10,,,,2,2,2,6,,,,2,2,2,2,,0
524533010,,,14,16,8,13,,,,6,8,4,5,,,,6,8,4,5,,0
524580010,,,16,16,10,12,,,,8,8,6,8,,,,8,8,6,8,,0
524628010,,,2,10,2,4,10,,,2,6,2,4,6,,,2,2,2,4,6,0
524629010,,,1,1,2,2,2,,,1,1,2,2,2,,,1,1,2,2,2,0
524649010,,,1,1,2,13,9,,,1,1,2,5,5,,,1,1,2,5,1,0
524681010,,,16,16,16,16,16,,,8,8,8,8,8,,,8,8,8,8,8,0
524732010,,,16,16,16,16,8,,,8,8,8,8,4,,,8,8,8,8,4,0
524740010,,,16,16,14,14,14,,,8,8,6,6,6,,,8,8,6,6,6,0
524740020,,,12,15,13,11,9,,,8,7,5,7,5,,,8,7,5,7,5,0
524742020,,,13,16,15,12,16,,,5,8,7,8,8,,,5,8,7,8,8,0
524763010,,,12,16,12,16,12,,,8,8,8,8,8,,,8,8,8,8,4,0
524763020,,,4,16,4,8,6,,,4,8,4,4,2,,,4,8,4,4,2,0
524801010,,,,1,1,1,,,,,1,1,1,,,,,1,1,1,,0
524840010,,,15,10,16,16,16,,,7,6,8,8,8,,,7,2,8,8,8,0
524884020,,,,5,9,1,,,,,1,5,1,,,,,1,1,1,,0
524944010,,,14,9,9,9,13,,,6,5,5,5,5,,,6,5,5,1,5,0
525001020,,,10,,4,12,2,,,6,,4,8,2,,,6,,4,8,2,0
525006010,,,16,12,4,4,16,,,8,8,4,4,8,,,8,4,4,4,8,0
525019010,,,2,13,6,12,6,,,2,5,2,8,2,,,2,5,2,4,2,0
525110010,,,2,2,5,2,2,,,2,2,1,2,2,,,2,2,1,2,2,0
525134010,,,10,1,9,10,,,,6,1,5,6,,,,6,1,5,6,,0
525217010,,,9,1,2,,,,,5,1,2,,,,,1,1,2,,,0
525217020,,,11,12,12,16,12,,,7,8,8,8,8,,,7,4,8,8,8,0
525220020,,,16,16,16,,14,,,8,8,8,,6,,,8,8,8,,6,0
525223010,,,,2,12,10,,,,,2,8,6,,,,,2,8,2,,0
525240010,,,12,12,12,2,3,,,8,8,8,2,3,,,8,4,4,2,3,0
525264010,,,16,4,12,16,16,,,8,4,8,8,8,,,8,4,8,8,8,0
525290020,,,9,1,1,1,10,,,5,1,1,1,6,,,1,1,1,1,2,0
525319010,,,16,16,16,16,4,,,8,8,8,8,4,,,8,8,8,8,4,0
525319020,,,14,14,13,15,13,,,6,6,5,7,5,,,6,6,5,7,5,0
525330010,,,16,11,12,12,16,,,8,7,8,8,8,,,8,7,8,8,8,0
525330020,,,12,12,12,16,12,,,8,8,8,8,8,,,8,8,8,8,8,0
525365010,,,,16,12,1,10,,,,8,8,1,6,,,,8,4,1,2,0
525365011,,,,12,10,2,2,,,,8,6,2,2,,,,4,2,2,2,0
525382020,,,12,12,16,11,16,,,8,8,8,7,8,,,4,4,8,3,8,0
525436010,,,1,1,,2,,,,1,1,,2,,,,1,1,,2,,0
525436020,,,2,4,,11,,,,2,4,,7,,,,2,4,,3,,0
525464010,,,2,10,16,12,12,,,2,6,8,8,8,,,2,6,8,4,8,0
525464020,,,2,8,16,8,2,,,2,4,8,4,2,,,2,4,8,4,2,0
525591010,,,1,5,3,4,5,,,1,1,3,4,1,,,1,1,3,4,1,0
525591020,,,12,10,10,12,16,,,8,6,6,8,8,,,4,2,2,8,8,0
525641010,,,10,10,10,12,10,,,6,6,6,8,6,,,6,6,6,8,2,0
525656010,,,14,14,16,16,16,,,6,6,8,8,8,,,6,6,8,8,8,0
525661010,,,16,14,16,16,16,,,8,6,8,8,8,,,8,6,8,8,8,0
525749010,,,1,2,5,,1,,,1,2,1,,1,,,1,2,1,,1,0
525777010,,,1,16,12,,2,,,1,8,8,,2,,,1,8,4,,2,0
525862010,,,16,14,16,16,16,,,8,6,8,8,8,,,8,6,8,8,8,0
525862020,,,14,10,10,10,10,,,6,6,6,6,6,,,6,2,2,2,2,0
525873020,,,2,2,1,,1,,,2,2,1,,1,,,2,2,1,,1,0
525892020,,,14,10,5,9,10,,,6,6,1,5,6,,,6,6,1,1,2,0
525922010,,,8,16,6,8,5,,,4,8,2,4,1,,,4,8,2,4,1,0
525922020,,,14,6,16,14,6,,,6,2,8,6,2,,,6,2,8,6,2,0
525933010,,,14,2,2,2,2,,,6,2,2,2,2,,,6,2,2,2,2,0
525933020,,,12,12,4,12,12,,,8,8,4,8,8,,,4,4,4,4,4,0
525935010,,,4,12,4,2,2,,,4,8,4,2,2,,,4,4,4,2,2,0
525975010,,,14,13,13,14,14,,,6,5,5,6,6,,,6,5,5,6,6,0
525975020,,,6,5,1,1,6,,,2,1,1,1,2,,,2,1,1,1,2,0
526070010,,,,4,2,10,2,,,,4,2,6,2,,,,4,2,2,2,0
526071010,,,12,12,12,12,12,,,8,8,8,8,8,,,8,8,8,8,8,0
526080010,,,6,10,10,10,10,,,2,6,6,6,6,,,2,6,2,2,6,0
526110010,,,16,14,16,10,,,,8,6,8,6,,,,8,6,8,6,,0
526133020,,,5,,13,14,,,,1,,5,6,,,,1,,5,6,,0
526137010,,,12,16,12,12,16,,,8,8,8,8,8,,,4,8,8,8,8,0
526152010,,,16,16,14,16,16,,,8,8,6,8,8,,,8,8,6,8,8,0
526152020,,,12,14,10,10,1,,,8,6,6,6,1,,,8,6,2,6,1,0
526161010,,,12,12,12,16,12,,,8,8,8,8,8,,,4,4,8,8,8,0
526173010,,,15,12,16,15,8,,,7,8,8,7,4,,,7,8,8,7,4,0
526185010,,,14,2,14,2,,,,6,2,6,2,,,,6,2,6,2,,0
526185020,,,16,12,16,12,16,,,8,8,8,8,8,,,8,4,8,8,8,0
526216020,,,16,14,16,,16,,,8,6,8,,8,,,8,6,8,,8,0
526252010,,,16,16,16,14,16,,,8,8,8,6,8,,,8,8,8,6,8,0
526279010,,,16,14,14,16,16,,,8,6,6,8,8,,,8,6,6,8,8,0
526324010,,,16,8,16,16,16,,,8,4,8,8,8,,,8,4,8,8,8,0
526475010,,,5,6,12,13,,,,1,2,8,5,,,,1,2,8,5,,0
526475020,,,16,14,10,10,14,,,8,6,6,6,6,,,8,6,6,2,6,0
526579010,,,16,16,14,,,,,8,8,6,,,,,8,8,6,,,0
526672010,,,16,2,16,16,12,,,8,2,8,8,8,,,8,2,8,8,4,0
526680010,,,,10,1,1,,,,,6,1,1,,,,,2,1,1,,0
526700010,,,1,1,1,,,,,1,1,1,,,,,1,1,1,,,0
526700020,,,1,1,1,,,,,1,1,1,,,,,1,1,1,,,0
526748020,,,16,8,1,4,16,,,8,4,1,4,8,,,8,4,1,4,8,0
526757010,,,9,,1,9,1,,,5,,1,5,1,,,1,,1,5,1,0
526837010,,,12,16,6,16,,,,8,8,2,8,,,,4,8,2,8,,0
526837020,,,8,2,6,2,,,,4,2,2,2,,,,4,2,2,2,,0
526842010,,,16,13,16,12,14,,,8,5,8,8,6,,,8,5,8,8,6,0
526870010,,,,2,6,2,5,,,,2,2,2,1,,,,2,2,2,1,0
526872010,,,12,10,12,12,10,,,8,6,8,8,6,,,8,6,8,8,2,0
526872020,,,2,4,16,2,6,,,2,4,8,2,2,,,2,4,8,2,2,0
526941010,,,4,5,6,14,6,,,4,1,2,6,2,,,4,1,2,6,2,0
526941020,,,16,14,14,14,14,,,8,6,6,6,6,,,8,6,6,6,6,0
526995010,,,16,12,16,4,14,,,8,8,8,4,6,,,8,4,8,4,6,0
526995020,,,12,12,16,16,14,,,8,8,8,8,6,,,4,4,8,8,6,0
527008010,,,12,14,14,15,10,,,8,6,6,7,6,,,8,6,6,7,6,0
527017010,,,8,8,6,6,2,,,4,4,2,2,2,,,4,4,2,2,2,0
527033010,,,12,16,10,2,14,,,8,8,6,2,6,,,8,8,6,2,6,0
527057010,,,1,1,1,10,,,,1,1,1,6,,,,1,1,1,2,,0
527108020,,,2,11,10,,,,,2,7,6,,,,,2,7,2,,,0
527113020,,,12,12,11,12,16,,,8,8,7,8,8,,,4,8,3,4,8,0
527123010,,,16,12,12,16,12,,,8,8,8,8,8,,,8,8,8,8,4,0
527145010,,,15,16,15,15,11,,,7,8,7,7,7,,,7,8,7,7,3,0
527145020,,,16,16,16,16,11,,,8,8,8,8,7,,,8,8,8,8,7,0
527182010,,,8,2,4,4,16,,,4,2,4,4,8,,,4,2,4,4,8,0
527209010,,,10,12,12,16,14,,,6,8,8,8,6,,,6,8,8,8,6,0
527238010,,,15,15,15,15,15,,,7,7,7,7,7,,,7,7,7,7,7,0
527243010,,,16,14,8,2,10,,,8,6,4,2,6,,,8,6,4,2,2,0
527270010,,,5,5,5,14,6,,,1,1,1,6,2,,,1,1,1,6,2,0
527296010,,,16,8,16,16,2,,,8,4,8,8,2,,,8,4,8,8,2,0
527296020,,,12,12,7,16,15,,,8,8,3,8,7,,,4,4,3,8,7,0
527362010,,,16,16,16,16,16,,,8,8,8,8,8,,,8,8,8,8,8,0
527380020,,,14,10,14,8,14,,,6,6,6,4,6,,,6,6,6,4,6,0
527421010,,,2,6,2,2,2,,,2,2,2,2,2,,,2,2,2,2,2,0
527424020,,,2,9,16,8,,,,2,5,8,4,,,,2,1,8,4,,0
527426010,,,16,16,,16,16,,,8,8,,8,8,,,8,8,,8,8,0
527426020,,,12,15,,16,16,,,8,7,,8,8,,,4,7,,8,8,0
527449010,,,12,16,16,16,12,,,8,8,8,8,8,,,8,8,8,8,8,0
527449020,,,16,8,16,16,12,,,8,4,8,8,8,,,8,4,8,8,4,0
527460010,,,8,16,8,14,16,,,4,8,4,6,8,,,4,8,4,6,8,0
527545010,,,8,16,16,12,,,,4,8,8,8,,,,4,8,8,8,,0
527545020,,,12,11,12,16,,,,8,7,8,8,,,,8,3,8,8,,0
527583010,,,2,2,2,2,2,,,2,2,2,2,2,,,2,2,2,2,2,0
527590010,,,6,6,8,2,2,,,2,2,4,2,2,,,2,2,4,2,2,0
527591010,,,12,14,,10,16,,,8,6,,6,8,,,4,6,,6,8,0
527591020,,,2,,2,2,2,,,2,,2,2,2,,,2,,2,2,2,0
527652010,,,,2,1,2,4,,,,2,1,2,4,,,,2,1,2,4,0
527753010,,,12,,12,12,4,,,8,,8,8,4,,,8,,4,4,4,0
527753020,,,4,,4,2,12,,,4,,4,2,8,,,4,,4,2,4,0
527780020,,,14,14,14,1,10,,,6,6,6,1,6,,,6,6,6,1,6,0
527802010,,,14,2,10,10,10,,,6,2,6,6,6,,,6,2,6,2,2,0
527802020,,,6,14,2,2,6,,,2,6,2,2,2,,,2,6,2,2,2,0
527891010,,,,10,12,12,12,,,,6,8,8,8,,,,6,8,8,8,0
527937010,,,16,12,2,12,4,,,8,8,2,8,4,,,8,8,2,4,4,0
527937020,,,12,12,16,16,16,,,8,8,8,8,8,,,4,8,8,8,8,0
527967010,,,14,8,9,10,,,,6,4,5,6,,,,6,4,1,2,,0
528070010,,,10,10,2,10,10,,,6,6,2,6,6,,,2,2,2,2,2,0
528093010,,,4,8,8,6,12,,,4,4,4,2,8,,,4,4,4,2,8,0
528105010,,,4,16,16,12,12,,,4,8,8,8,8,,,4,8,8,8,8,0
528116010,,,16,16,16,12,16,,,8,8,8,8,8,,,8,8,8,8,8,0
528116020,,,12,12,12,12,10,,,8,8,8,8,6,,,8,4,8,4,2,0
528119010,,,9,,11,13,5,,,5,,7,5,1,,,1,,3,5,1,0
528123010,,,2,6,10,12,,,,2,2,6,8,,,,2,2,2,8,,0
528169010,,,14,6,6,2,6,,,6,2,2,2,2,,,6,2,2,2,2,0
528181010,,,16,16,12,12,16,,,8,8,8,8,8,,,8,8,8,8,8,0
528182010,,,10,,14,2,13,,,6,,6,2,5,,,6,,6,2,5,0
528185020,,,16,3,8,8,16,,,8,3,4,4,8,,,8,3,4,4,8,0
528198010,,,13,13,14,8,5,,,5,5,6,4,1,,,5,5,6,4,1,0
528206010,,,,16,8,16,16,,,,8,4,8,8,,,,8,4,8,8,0
528212010,,,9,6,1,,1,,,5,2,1,,1,,,1,2,1,,1,0
528248010,,,16,16,16,16,12,,,8,8,8,8,8,,,8,8,8,8,8,0
528253010,,,14,14,13,11,14,,,6,6,5,7,6,,,6,6,5,3,6,0
528271010,,,6,2,2,2,8,,,2,2,2,2,4,,,2,2,2,2,4,0
528271020,,,3,12,4,12,16,,,3,8,4,8,8,,,3,8,4,4,8,0
528282010,,,6,16,14,14,6,,,2,8,6,6,2,,,2,8,6,6,2,0
528308020,,,,8,1,1,2,,,,4,1,1,2,,,,4,1,1,2,0
528342010,,,11,12,10,12,,,,7,8,6,8,,,,7,4,6,4,,0
528484020,,,6,14,4,2,6,,,2,6,4,2,2,,,2,6,4,2,2,0
528607010,,,12,10,10,10,10,,,8,6,6,6,6,,,4,2,6,6,6,0
528627011,,,,15,16,15,16,,,,7,8,7,8,,,,7,8,7,8,0
528637010,,,10,10,1,2,9,,,6,6,1,2,5,,,2,6,1,2,1,0
528689010,,,1,13,16,,15,,,1,5,8,,7,,,1,5,8,,7,0
528689020,,,16,14,16,14,16,,,8,6,8,6,8,,,8,6,8,6,8,0
528741020,,,4,4,4,4,3,,,4,4,4,4,3,,,4,4,4,4,3,0
528753020,,,4,8,4,12,12,,,4,4,4,8,8,,,4,4,4,4,4,0
528755010,,,14,6,9,15,1,,,6,2,5,7,1,,,6,2,1,7,1,0
528815010,,,9,2,,2,2,,,5,2,,2,2,,,1,2,,2,2,0
528815020,,,12,16,16,16,16,,,8,8,8,8,8,,,8,8,8,8,8,0
528823010,,,8,16,6,14,2,,,4,8,2,6,2,,,4,8,2,6,2,0
528823020,,,2,14,2,2,2,,,2,6,2,2,2,,,2,6,2,2,2,0
528895010,,,16,6,16,14,10,,,8,2,8,6,6,,,8,2,8,6,2,0
528938010,,,8,,12,4,15,,,4,,8,4,7,,,4,,4,4,7,0
528940010,,,2,10,,8,,,,2,6,,4,,,,2,2,,4,,0
528962010,,,1,1,2,2,,,,1,1,2,2,,,,1,1,2,2,,0
529010010,,,6,14,16,16,14,,,2,6,8,8,6,,,2,6,8,8,6,0
529042010,,,10,10,2,1,1,,,6,6,2,1,1,,,2,2,2,1,1,0
529044010,,,1,7,1,11,5,,,1,3,1,7,1,,,1,3,1,3,1,0
529044020,,,16,16,16,16,16,,,8,8,8,8,8,,,8,8,8,8,8,0
529059010,,,14,16,6,4,6,,,6,8,2,4,2,,,6,8,2,4,2,0
529059020,,,16,16,14,14,16,,,8,8,6,6,8,,,8,8,6,6,8,0
529111010,,,2,,1,1,1,,,2,,1,1,1,,,2,,1,1,1,0
529131010,,,2,2,2,,2,,,2,2,2,,2,,,2,2,2,,2,0
529139010,,,13,6,6,6,,,,5,2,2,2,,,,5,2,2,2,,0
529159020,,,16,16,16,16,16,,,8,8,8,8,8,,,8,8,8,8,8,0
529172010,,,14,14,8,14,16,,,6,6,4,6,8,,,6,6,4,6,8,0
529172020,,,6,6,6,6,5,,,2,2,2,2,1,,,2,2,2,2,1,0
529228010,,,16,15,16,,4,,,8,7,8,,4,,,8,7,8,,4,0
529228020,,,11,11,3,16,15,,,7,7,3,8,7,,,7,3,3,8,7,0
529318020,,,1,1,4,1,1,,,1,1,4,1,1,,,1,1,4,1,1,0
529340020,,,16,16,14,6,14,,,8,8,6,2,6,,,8,8,6,2,6,0
529445010,,,13,16,16,16,16,,,5,8,8,8,8,,,5,8,8,8,8,0
529445020,,,15,15,14,14,13,,,7,7,6,6,5,,,7,7,6,6,5,0
529470010,,,4,5,,2,,,,4,1,,2,,,,4,1,,2,,0
529519010,,,14,6,6,6,2,,,6,2,2,2,2,,,6,2,2,2,2,0
529519020,,,5,6,6,6,6,,,1,2,2,2,2,,,1,2,2,2,2,0
529619020,,,3,16,16,16,16,,,3,8,8,8,8,,,3,8,8,8,8,0
529644010,,,9,12,14,12,11,,,5,8,6,8,7,,,1,8,6,4,7,0
529644020,,,16,12,15,3,15,,,8,8,7,3,7,,,8,8,7,3,7,0
529672010,,,2,12,10,16,13,,,2,8,6,8,5,,,2,4,2,8,5,0
529708010,,,4,3,2,1,4,,,4,3,2,1,4,,,4,3,2,1,4,0
529708020,,,16,16,16,8,16,,,8,8,8,4,8,,,8,8,8,4,8,0
529713010,,,13,,5,15,,,,5,,1,7,,,,5,,1,7,,0
529759010,,,2,1,1,1,1,,,2,1,1,1,1,,,2,1,1,1,1,0
529759020,,,2,1,1,1,2,,,2,1,1,1,2,,,2,1,1,1,2,0
529782010,,,,2,6,2,,,,,2,2,2,,,,,2,2,2,,0
529946010,,,,16,16,16,,,,,8,8,8,,,,,8,8,8,,0
529955010,,,9,1,9,1,1,,,5,1,5,1,1,,,1,1,1,1,1,0
530121010,,,12,12,4,4,4,,,8,8,4,4,4,,,4,4,4,4,4,0
530237010,,,10,14,14,14,,,,6,6,6,6,,,,6,6,6,6,,0
530239020,,,6,16,11,2,,,,2,8,7,2,,,,2,8,7,2,,0
530254010,,,8,1,2,9,3,,,4,1,2,5,3,,,4,1,2,1,3,0
530332010,,,2,13,12,12,12,,,2,5,8,8,8,,,2,5,4,4,8,0
530397010,,,12,1,1,2,1,,,8,1,1,2,1,,,4,1,1,2,1,0
530591010,,,16,11,2,1,,,,8,7,2,1,,,,8,3,2,1,,0
530618020,,,16,16,16,,,,,8,8,8,,,,,8,8,8,,,0
530742010,,,16,12,4,,,,,8,8,4,,,,,8,4,4,,,0
530746010,,,2,1,2,10,12,,,2,1,2,6,8,,,2,1,2,2,4,0
531134010,,,1,9,1,1,9,,,1,5,1,1,5,,,1,1,1,1,1,0
531521010,,,16,16,16,,16,,,8,8,8,,8,,,8,8,8,,8,0
531691010,,,10,10,2,4,12,,,6,6,2,4,8,,,6,6,2,4,4,0
531691020,,,5,6,5,4,,,,1,2,1,4,,,,1,2,1,4,,0
531709010,,,,2,16,16,,,,,2,8,8,,,,,2,8,8,,0
531841010,,,13,13,3,11,1,,,5,5,3,7,1,,,5,5,3,3,1,0
532809010,,,5,5,1,,15,,,1,1,1,,7,,,1,1,1,,7,0
532858010,,,10,14,1,10,10,,,6,6,1,6,6,,,2,6,1,2,2,0
532858020,,,3,1,,1,1,,,3,1,,1,1,,,3,1,,1,1,0
532901010,,,2,1,1,1,1,,,2,1,1,1,1,,,2,1,1,1,1,0
533095010,,,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,0
533115010,,,16,12,16,,,,,8,8,8,,,,,8,4,8,,,0
533115020,,,1,9,11,,,,,1,5,7,,,,,1,5,3,,,0
533187010,,,16,14,16,14,14,,,8,6,8,6,6,,,8,6,8,6,6,0
533218010,,,2,4,1,1,4,,,2,4,1,1,4,,,2,4,1,1,4,0
533300010,,,1,1,6,,8,,,1,1,2,,4,,,1,1,2,,4,0
533333010,,,13,9,13,,13,,,5,5,5,,5,,,5,5,5,,5,0
533368020,,,,12,11,15,1,,,,8,7,7,1,,,,4,3,7,1,0
533375010,,,3,8,4,4,4,,,3,4,4,4,4,,,3,4,4,4,4,0
533489010,,,5,5,6,,14,,,1,1,2,,6,,,1,1,2,,6,0
533522010,,,1,9,9,1,,,,1,5,5,1,,,,1,5,5,1,,0
533609010,,,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,0
533620010,,,,16,1,1,9,,,,8,1,1,5,,,,8,1,1,1,0
533894010,,,1,1,12,4,12,,,1,1,8,4,8,,,1,1,4,4,4,0
533999010,,,4,4,4,4,4,,,4,4,4,4,4,,,4,4,4,4,4,0
534071010,,,3,11,2,3,4,,,3,7,2,3,4,,,3,3,2,3,4,0
534227010,,,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,0
534426010,,,3,15,8,16,15,,,3,7,4,8,7,,,3,7,4,8,7,0
534436010,,,8,1,1,1,1,,,4,1,1,1,1,,,4,1,1,1,1,0
534445010,,,,16,8,8,16,,,,8,4,4,8,,,,8,4,4,8,0
534445020,,,16,16,16,16,13,,,8,8,8,8,5,,,8,8,8,8,5,0
534455010,,,12,16,16,15,16,,,8,8,8,7,8,,,8,8,8,7,8,0
534501010,,,,12,12,12,12,,,,8,8,8,8,,,,8,8,4,4,0
534537010,,,,10,10,12,10,,,,6,6,8,6,,,,6,6,8,6,0
534538010,,,12,15,12,,,,,8,7,8,,,,,8,7,8,,,0
534538020,,,15,13,12,,,,,7,5,8,,,,,7,5,8,,,0
534632010,,,4,4,2,10,4,,,4,4,2,6,4,,,4,4,2,2,4,0
534632020,,,10,4,2,11,2,,,6,4,2,7,2,,,6,4,2,3,2,1
534780020,,,1,6,2,6,13,,,1,2,2,2,5,,,1,2,2,2,5,0
534811020,,,2,9,13,2,2,,,2,5,5,2,2,,,2,1,5,2,2,0
534873010,,,12,,16,11,12,,,8,,8,7,8,,,4,,8,3,4,0
534873020,,,11,11,16,4,4,,,7,7,8,4,4,,,3,3,8,4,4,0
534989010,,,15,15,16,15,,,,7,7,8,7,,,,7,7,8,7,,0
534998020,,,12,16,16,14,12,,,8,8,8,6,8,,,8,8,8,6,8,0
535002010,,,11,11,,9,1,,,7,7,,5,1,,,7,7,,1,1,0
535051010,,,5,15,13,3,14,,,1,7,5,3,6,,,1,7,5,3,6,0
535186010,,,7,10,1,8,9,,,3,6,1,4,5,,,3,2,1,4,1,0
535246010,,,10,10,10,16,10,,,6,6,6,8,6,,,6,6,6,8,2,0
535246020,,,9,9,1,1,9,,,5,5,1,1,5,,,1,5,1,1,5,1
535269010,,,1,5,13,9,5,,,1,1,5,5,1,,,1,1,5,1,1,0
535319010,,,16,,12,13,16,,,8,,8,5,8,,,8,,8,5,8,0
535347020,,,10,14,6,,10,,,6,6,2,,6,,,6,6,2,,6,0
535449010,,,10,4,16,14,,,,6,4,8,6,,,,2,4,8,6,,0
535538010,,,5,5,16,14,14,,,1,1,8,6,6,,,1,1,8,6,6,0
535697010,,,10,,16,14,8,,,6,,8,6,4,,,6,,8,6,4,0
535795010,,,1,1,12,1,1,,,1,1,8,1,1,,,1,1,4,1,1,0
535815010,,,16,16,16,12,16,,,8,8,8,8,8,,,8,8,8,8,8,0
535815020,,,,16,16,10,16,,,,8,8,6,8,,,,8,8,6,8,0
536164010,,,9,10,1,1,1,,,5,6,1,1,1,,,5,2,1,1,1,0
536271010,,,1,2,1,1,1,,,1,2,1,1,1,,,1,2,1,1,1,0
536353010,,,3,3,2,2,1,,,3,3,2,2,1,,,3,3,2,2,1,0
536353020,,,1,1,1,2,1,,,1,1,1,2,1,,,1,1,1,2,1,0
536357010,,,3,1,2,,9,,,3,1,2,,5,,,3,1,2,,5,0
536357020,,,14,,8,2,,,,6,,4,2,,,,6,,4,2,,0
536447010,,,9,16,16,13,11,,,5,8,8,5,7,,,1,8,8,5,3,0
536577010,,,11,9,10,3,9,,,7,5,6,3,5,,,3,1,6,3,5,0
536657010,,,13,9,9,1,5,,,5,5,5,1,1,,,5,1,5,1,1,0
536781010,,,2,10,12,,2,,,2,6,8,,2,,,2,2,4,,2,0
536806010,,,9,8,14,6,,,,5,4,6,2,,,,1,4,6,2,,0
536806020,,,15,15,2,16,16,,,7,7,2,8,8,,,7,7,2,8,8,0
536817010,,,1,2,1,1,1,,,1,2,1,1,1,,,1,2,1,1,1,0
536964010,,,1,4,16,14,,,,1,4,8,6,,,,1,4,8,6,,0
536964020,,,14,14,16,,,,,6,6,8,,,,,6,6,8,,,0
537087010,,,2,4,2,1,,,,2,4,2,1,,,,2,4,2,1,,0
537448010,,,10,10,10,2,14,,,6,6,6,2,6,,,2,6,6,2,6,0
537469010,,,12,,16,16,,,,8,,8,8,,,,4,,8,8,,0
537490010,,,16,16,12,,,,,8,8,8,,,,,8,8,8,,,0
537502020,,,2,,1,1,1,,,2,,1,1,1,,,2,,1,1,1,0
537521010,,,4,11,2,10,,,,4,7,2,6,,,,4,7,2,2,,0
537522010,,,16,16,12,12,6,,,8,8,8,8,2,,,8,8,8,8,2,0
537522020,,,1,1,,9,9,,,1,1,,5,5,,,1,1,,1,1,0
537613010,,,,1,2,2,,,,,1,2,2,,,,,1,2,2,,0
542774010,,,,1,1,5,1,,,,1,1,1,1,,,,1,1,1,1,0
546338010,,,5,5,1,16,1,,,1,1,1,8,1,,,1,1,1,8,1,0
546338020,,,12,16,1,14,10,,,8,8,1,6,6,,,8,8,1,6,6,0
900089010,,,16,16,14,16,14,,,8,8,6,8,6,,,8,8,6,8,6,0
900117010,,,2,10,10,10,2,,,2,6,6,6,2,,,2,2,2,6,2,0
900290020,,,,2,2,2,2,,,,2,2,2,2,,,,2,2,2,2,0
900382010,,,6,8,16,16,12,,,2,4,8,8,8,,,2,4,8,8,8,0
900396010,,,14,14,6,7,16,,,6,6,2,3,8,,,6,6,2,3,8,0
900396020,,,2,7,5,16,14,,,2,3,1,8,6,,,2,3,1,8,6,0
900405010,,,16,,15,9,14,,,8,,7,5,6,,,8,,7,1,6,0
900500010,,,1,12,12,1,1,,,1,8,8,1,1,,,1,8,4,1,1,0
900553010,,,12,14,3,3,4,,,8,6,3,3,4,,,8,6,3,3,4,0
900554020,,,12,9,,14,,,,8,5,,6,,,,8,5,,6,,0
900615010,,,4,2,2,2,4,,,4,2,2,2,4,,,4,2,2,2,4,0
900615020,,,8,6,6,,6,,,4,2,2,,2,,,4,2,2,,2,0
900624020,,,,16,14,14,,,,,8,6,6,,,,,8,6,6,,0
900638020,,,1,,1,9,1,,,1,,1,5,1,,,1,,1,1,1,0
900669010,,,12,1,14,1,2,,,8,1,6,1,2,,,4,1,6,1,2,0
900701010,,,1,1,3,9,16,,,1,1,3,5,8,,,1,1,3,5,8,0
900861010,,,,2,3,11,,,,,2,3,7,,,,,2,3,7,,0
900902010,,,16,,16,16,,,,8,,8,8,,,,8,,8,8,,0
900939020,,,2,2,2,2,2,,,2,2,2,2,2,,,2,2,2,2,2,0
900958010,,,16,16,12,,,,,8,8,8,,,,,8,8,8,,,0
900962010,,,16,15,15,11,15,,,8,7,7,7,7,,,8,7,7,7,7,0
900997010,,,10,12,12,12,12,,,6,8,8,8,8,,,2,4,4,4,4,0
901000010,,,12,16,16,12,,,,8,8,8,8,,,,8,8,8,8,,0
901135010,,,12,6,10,16,10,,,8,2,6,8,6,,,8,2,6,8,6,0
901150010,,,1,1,2,,1,,,1,1,2,,1,,,1,1,2,,1,0
901206010,,,12,8,4,12,12,,,8,4,4,8,8,,,4,4,4,4,4,0
901238010,,,10,14,12,13,14,,,6,6,8,5,6,,,6,6,8,5,6,0
901276020,,,1,1,1,9,1,,,1,1,1,5,1,,,1,1,1,5,1,0
901362010,,,12,11,11,14,12,,,8,7,7,6,8,,,8,3,7,6,8,0
901477010,,,12,10,12,12,12,,,8,6,8,8,8,,,8,2,8,4,4,0
