hhidpn,F_4_leisure_07,F_4_leisure_09,F_4_leisure_11,F_4_leisure_13,F_4_leisure_15,F_4_leisure_17,F_4_leisure_19,F_3_leisure_07,F_3_leisure_09,F_3_leisure_11,F_3_leisure_13,F_3_leisure_15,F_3_leisure_17,F_3_leisure_19,F_3_leisuremp_07,F_3_leisuremp_09,F_3_leisuremp_11,F_3_leisuremp_13,F_3_leisuremp_15,F_3_leisuremp_17,F_3_leisuremp_19,agegroup
501857020,10,12,16,12,12,12,14,6,8,8,8,8,8,6,6,8,8,8,8,8,6,0
501859010,9,10,16,10,12,12,,5,6,8,6,8,8,,1,6,8,6,4,8,,0
501859020,,5,1,,1,,,,1,1,,1,,,,1,1,,1,,,0
501862010,,,8,16,13,1,5,,,4,8,5,1,1,,,4,8,5,1,1,0
501862011,,,5,14,1,,,,,1,6,1,,,,,1,6,1,,,0
501871010,16,9,,15,13,6,8,8,5,,7,5,2,4,8,1,,7,5,2,4,0
501871011,,16,,12,16,14,14,,8,,8,8,6,6,,8,,8,8,6,6,0
501872010,10,12,10,13,16,12,12,6,8,6,5,8,8,8,2,8,2,5,8,8,8,0
501873010,16,8,16,6,6,16,6,8,4,8,2,2,8,2,8,4,8,2,2,8,2,0
501875010,16,16,5,16,16,14,16,8,8,1,8,8,6,8,8,8,1,8,8,6,8,0
501875020,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
501888010,13,16,12,16,13,14,9,5,8,8,8,5,6,5,5,8,8,8,5,6,5,0
501888020,2,12,12,12,2,12,12,2,8,8,8,2,8,8,2,4,4,4,2,8,8,0
501892010,,,12,10,10,10,,,,8,6,6,6,,,,4,6,2,2,,0
501903010,10,14,9,8,8,12,,6,6,5,4,4,8,,6,6,1,4,4,4,,0
501903020,16,14,14,14,16,16,16,8,6,6,6,8,8,8,8,6,6,6,8,8,8,0
501911010,14,16,14,16,16,16,,6,8,6,8,8,8,,6,8,6,8,8,8,,0
501919010,8,16,16,16,16,16,16,4,8,8,8,8,8,8,4,8,8,8,8,8,8,0
501922020,8,12,14,12,8,12,12,4,8,6,8,4,8,8,4,4,6,4,4,4,4,0
501924010,10,9,12,9,10,12,11,6,5,8,5,6,8,7,6,5,8,5,6,8,3,0
501928010,12,10,10,10,14,1,10,8,6,6,6,6,1,6,8,6,2,2,6,1,2,0
501928020,,4,10,5,6,16,4,,4,6,1,2,8,4,,4,2,1,2,8,4,0
501931020,10,14,14,10,10,12,16,6,6,6,6,6,8,8,2,6,6,2,6,4,8,0
501932010,12,16,8,4,6,8,,8,8,4,4,2,4,,4,8,4,4,2,4,,0
501932020,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
501933010,16,14,16,16,16,16,16,8,6,8,8,8,8,8,8,6,8,8,8,8,8,0
501939010,10,4,16,2,4,2,2,6,4,8,2,4,2,2,2,4,8,2,4,2,2,0
501939020,1,16,3,1,9,1,9,1,8,3,1,5,1,5,1,8,3,1,1,1,1,0
501948010,,16,16,16,16,16,16,,8,8,8,8,8,8,,8,8,8,8,8,8,0
501971010,10,,2,2,,,,6,,2,2,,,,2,,2,2,,,,0
501977010,14,14,1,14,13,14,14,6,6,1,6,5,6,6,6,6,1,6,5,6,6,0
501977020,14,14,16,14,16,16,10,6,6,8,6,8,8,6,6,6,8,6,8,8,2,0
501979010,14,14,16,6,8,6,16,6,6,8,2,4,2,8,6,6,8,2,4,2,8,0
501987010,,6,6,1,6,,,,2,2,1,2,,,,2,2,1,2,,,0
501990010,,5,6,1,2,,,,1,2,1,2,,,,1,2,1,2,,,0
501990020,12,10,10,10,16,12,12,8,6,6,6,8,8,8,8,6,6,2,8,8,8,0
501994010,10,14,6,14,14,14,6,6,6,2,6,6,6,2,2,6,2,6,6,6,2,0
501999010,16,12,16,16,14,16,16,8,8,8,8,6,8,8,8,8,8,8,6,8,8,0
501999020,14,16,14,12,16,16,16,6,8,6,8,8,8,8,6,8,6,8,8,8,8,0
502016010,10,9,2,9,9,10,10,6,5,2,5,5,6,6,6,5,2,1,1,2,6,0
502016020,15,15,15,16,15,15,15,7,7,7,8,7,7,7,7,7,7,8,7,7,7,0
502029010,10,4,16,2,10,1,6,6,4,8,2,6,1,2,2,4,8,2,6,1,2,0
502046020,16,10,2,6,14,10,10,8,6,2,2,6,6,6,8,2,2,2,6,2,2,0
502058010,2,2,1,1,1,1,,2,2,1,1,1,1,,2,2,1,1,1,1,,0
502060010,,4,7,5,7,,,,4,3,1,3,,,,4,3,1,3,,,0
502070010,16,16,16,16,16,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,0
502070020,16,16,14,12,16,16,10,8,8,6,8,8,8,6,8,8,6,8,8,8,2,0
502080010,2,2,2,2,2,6,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0
502081010,,16,,16,,12,,,8,,8,,8,,,8,,8,,8,,0
502088010,12,14,12,12,10,1,12,8,6,8,8,6,1,8,4,6,4,4,2,1,4,0
502088020,6,6,6,14,4,1,8,2,2,2,6,4,1,4,2,2,2,6,4,1,4,0
502093010,6,2,6,6,6,6,5,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0
502093020,11,1,5,7,15,13,11,7,1,1,3,7,5,7,7,1,1,3,7,5,3,0
502103010,6,4,14,6,14,5,2,2,4,6,2,6,1,2,2,4,6,2,6,1,2,0
502103020,,6,6,6,6,14,6,,2,2,2,2,6,2,,2,2,2,2,6,2,0
502114010,16,,,14,14,12,,8,,,6,6,8,,8,,,6,6,8,,0
502115010,4,4,12,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,0
502118010,10,9,9,2,2,1,1,6,5,5,2,2,1,1,2,5,1,2,2,1,1,0
502118011,16,14,6,6,12,14,7,8,6,2,2,8,6,3,8,6,2,2,4,6,3,1
502118012,,,,2,2,2,2,,,,2,2,2,2,,,,2,2,2,2,1
502120010,9,9,1,11,9,14,,5,5,1,7,5,6,,1,1,1,3,1,6,,0
502125010,,12,,,16,12,10,,8,,,8,8,6,,4,,,8,8,6,0
502150010,4,9,4,10,12,1,1,4,5,4,6,8,1,1,4,1,4,2,4,1,1,0
502150020,16,8,8,16,8,16,4,8,4,4,8,4,8,4,8,4,4,8,4,8,4,0
502156010,16,14,16,12,16,16,16,8,6,8,8,8,8,8,8,6,8,8,8,8,8,0
502156020,11,8,8,8,6,12,16,7,4,4,4,2,8,8,3,4,4,4,2,4,8,0
502177010,2,3,,3,3,9,3,2,3,,3,3,5,3,2,3,,3,3,1,3,0
502181010,12,15,16,15,15,15,15,8,7,8,7,7,7,7,8,7,8,7,7,7,7,0
502181020,16,11,11,11,11,12,16,8,7,7,7,7,8,8,8,7,7,7,7,8,8,0
502183010,2,6,2,10,2,1,1,2,2,2,6,2,1,1,2,2,2,2,2,1,1,0
502183020,16,16,16,12,12,12,12,8,8,8,8,8,8,8,8,8,8,8,4,4,4,0
502186010,9,9,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0
502188010,8,2,1,8,2,3,,4,2,1,4,2,3,,4,2,1,4,2,3,,0
502188011,,12,16,11,12,3,3,,8,8,7,8,3,3,,4,8,3,4,3,3,0
502189010,2,4,4,2,15,8,,2,4,4,2,7,4,,2,4,4,2,7,4,,0
502192021,,,,12,16,16,12,,,,8,8,8,8,,,,8,8,8,8,0
502196010,2,8,14,14,6,2,6,2,4,6,6,2,2,2,2,4,6,6,2,2,2,0
502201020,12,10,12,16,12,14,10,8,6,8,8,8,6,6,8,2,4,8,8,6,6,0
502202010,,16,,,16,16,16,,8,,,8,8,8,,8,,,8,8,8,0
502203010,15,16,15,12,8,16,6,7,8,7,8,4,8,2,7,8,7,4,4,8,2,0
502211010,12,,12,15,16,,16,8,,8,7,8,,8,8,,8,7,8,,8,0
502221010,10,,9,,2,6,14,6,,5,,2,2,6,2,,1,,2,2,6,0
502223020,9,9,1,1,9,1,,5,5,1,1,5,1,,1,1,1,1,1,1,,0
502224010,2,1,2,6,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,0
502225020,16,16,12,16,15,16,16,8,8,8,8,7,8,8,8,8,4,8,7,8,8,0
502226020,6,9,10,9,10,1,,2,5,6,5,6,1,,2,5,2,1,2,1,,0
502227010,10,10,2,2,2,2,2,6,6,2,2,2,2,2,2,2,2,2,2,2,2,0
502227020,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,0
502239010,14,,2,14,16,11,16,6,,2,6,8,7,8,6,,2,6,8,7,8,0
502242010,9,1,1,2,1,1,1,5,1,1,2,1,1,1,1,1,1,2,1,1,1,0
502242020,2,10,4,2,1,10,1,2,6,4,2,1,6,1,2,2,4,2,1,2,1,0
502251010,,2,,12,10,,,,2,,8,6,,,,2,,8,2,,,0
502265020,,16,9,1,14,16,,,8,5,1,6,8,,,8,1,1,6,8,,0
502268010,16,14,14,16,14,14,15,8,6,6,8,6,6,7,8,6,6,8,6,6,7,0
502268020,6,6,14,6,8,8,5,2,2,6,2,4,4,1,2,2,6,2,4,4,1,0
502271010,,2,11,2,2,2,2,,2,7,2,2,2,2,,2,3,2,2,2,2,0
502276010,6,6,2,,,,2,2,2,2,,,,2,2,2,2,,,,2,0
502276020,2,,1,2,,,2,2,,1,2,,,2,2,,1,2,,,2,0
502288020,2,6,2,4,2,2,4,2,2,2,4,2,2,4,2,2,2,4,2,2,4,0
502292010,8,6,1,5,5,6,14,4,2,1,1,1,2,6,4,2,1,1,1,2,6,0
502292020,6,14,2,10,2,6,2,2,6,2,6,2,2,2,2,6,2,6,2,2,2,0
502297020,12,9,11,15,12,,16,8,5,7,7,8,,8,8,5,7,7,8,,8,0
502302010,14,14,14,14,14,2,10,6,6,6,6,6,2,6,6,6,6,6,6,2,6,0
502303010,16,13,9,13,13,,,8,5,5,5,5,,,8,5,5,5,5,,,0
502315010,11,11,12,16,12,12,12,7,7,8,8,8,8,8,7,7,8,8,8,8,4,0
502315011,,,,11,12,7,16,,,,7,8,3,8,,,,7,8,3,8,0
502328010,4,16,16,14,10,10,,4,8,8,6,6,6,,4,8,8,6,6,2,,0
502328020,1,2,3,8,1,13,1,1,2,3,4,1,5,1,1,2,3,4,1,5,1,0
502339010,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,0
502339020,6,6,14,16,12,4,16,2,2,6,8,8,4,8,2,2,6,8,8,4,8,0
502355010,11,10,,12,12,12,12,7,6,,8,8,8,8,7,6,,4,4,4,4,0
502355020,1,2,,11,4,4,1,1,2,,7,4,4,1,1,2,,3,4,4,1,0
502376010,,14,10,2,2,6,6,,6,6,2,2,2,2,,6,2,2,2,2,2,0
502385010,14,6,12,16,14,,6,6,2,8,8,6,,2,6,2,4,8,6,,2,0
502401010,1,10,1,2,2,2,2,1,6,1,2,2,2,2,1,2,1,2,2,2,2,0
502411020,16,12,12,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
502417010,16,10,14,10,16,14,16,8,6,6,6,8,6,8,8,2,6,6,8,6,8,0
502417020,9,9,1,1,1,2,1,5,5,1,1,1,2,1,1,1,1,1,1,2,1,0
502427010,10,14,14,6,6,14,14,6,6,6,2,2,6,6,2,6,6,2,2,6,6,0
502435010,1,,,2,2,2,2,1,,,2,2,2,2,1,,,2,2,2,2,0
502435020,,,1,1,2,9,,,,1,1,2,5,,,,1,1,2,1,,0
502437020,6,8,2,5,6,4,8,2,4,2,1,2,4,4,2,4,2,1,2,4,4,0
502440010,14,4,3,1,1,1,9,6,4,3,1,1,1,5,6,4,3,1,1,1,1,0
502441010,16,11,10,12,16,16,12,8,7,6,8,8,8,8,8,7,6,8,8,8,8,0
502441011,,,13,15,12,15,11,,,5,7,8,7,7,,,5,7,8,7,7,0
502448010,12,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
502459020,16,16,10,10,14,1,,8,8,6,6,6,1,,8,8,2,2,6,1,,0
502461010,,,16,15,7,15,5,,,8,7,3,7,1,,,8,7,3,7,1,0
502468010,,16,,10,14,1,2,,8,,6,6,1,2,,8,,6,6,1,2,0
502496010,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,0
502497010,8,5,2,4,6,6,6,4,1,2,4,2,2,2,4,1,2,4,2,2,2,0
502498010,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
502498020,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
502506010,12,12,16,12,12,16,12,8,8,8,8,8,8,8,8,4,8,4,8,8,4,0
502519010,13,1,13,1,1,1,1,5,1,5,1,1,1,1,5,1,5,1,1,1,1,0
502519020,,13,1,1,10,1,1,,5,1,1,6,1,1,,5,1,1,2,1,1,0
502523010,16,16,8,8,8,4,8,8,8,4,4,4,4,4,8,8,4,4,4,4,4,0
502523020,16,12,15,16,12,16,16,8,8,7,8,8,8,8,8,4,7,8,4,8,8,0
502532010,,2,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,2,2,2,0
502533010,8,14,10,10,6,16,16,4,6,6,6,2,8,8,4,6,2,2,2,8,8,0
502540010,16,12,12,12,4,11,15,8,8,8,8,4,7,7,8,8,4,4,4,3,7,0
502540020,12,16,12,12,12,12,8,8,8,8,8,8,8,4,4,8,4,4,4,4,4,0
502541010,16,16,,16,16,16,16,8,8,,8,8,8,8,8,8,,8,8,8,8,0
502550010,10,12,16,16,15,11,11,6,8,8,8,7,7,7,2,8,8,8,7,7,3,0
502558010,2,2,6,14,10,10,2,2,2,2,6,6,6,2,2,2,2,6,6,2,2,0
502576010,1,1,,,2,,,1,1,,,2,,,1,1,,,2,,,0
502576020,1,9,1,9,,9,1,1,5,1,5,,5,1,1,5,1,1,,1,1,0
502578010,16,15,12,15,6,14,16,8,7,8,7,2,6,8,8,7,8,7,2,6,8,0
502578020,16,13,11,14,16,16,16,8,5,7,6,8,8,8,8,5,7,6,8,8,8,0
502584010,10,14,9,9,10,13,1,6,6,5,5,6,5,1,6,6,1,5,6,5,1,0
502588010,14,14,,5,13,1,,6,6,,1,5,1,,6,6,,1,5,1,,0
502596010,,16,16,16,16,,16,,8,8,8,8,,8,,8,8,8,8,,8,0
502600010,16,6,14,6,6,10,15,8,2,6,2,2,6,7,8,2,6,2,2,2,7,0
502608010,12,16,12,5,1,12,4,8,8,8,1,1,8,4,4,8,8,1,1,4,4,0
502609010,1,6,5,14,6,14,,1,2,1,6,2,6,,1,2,1,6,2,6,,0
502616010,,2,2,,1,,,,2,2,,1,,,,2,2,,1,,,0
502616020,,10,10,9,12,,,,6,6,5,8,,,,6,2,1,8,,,0
502617010,5,13,16,14,16,8,16,1,5,8,6,8,4,8,1,5,8,6,8,4,8,0
502617020,14,14,5,14,13,10,14,6,6,1,6,5,6,6,6,6,1,6,5,6,6,0
502618010,12,16,,4,,,8,8,8,,4,,,4,4,8,,4,,,4,0
502618011,,,6,5,5,8,8,,,2,1,1,4,4,,,2,1,1,4,4,0
502628020,2,8,2,2,1,2,2,2,4,2,2,1,2,2,2,4,2,2,1,2,2,0
502630010,13,16,14,16,16,16,,5,8,6,8,8,8,,5,8,6,8,8,8,,0
502631010,10,10,4,14,,1,,6,6,4,6,,1,,6,2,4,6,,1,,0
502645010,11,1,2,10,,,1,7,1,2,6,,,1,3,1,2,6,,,1,0
502651010,16,16,16,16,16,,16,8,8,8,8,8,,8,8,8,8,8,8,,8,0
502651020,12,10,10,4,16,12,12,8,6,6,4,8,8,8,8,2,2,4,8,4,4,0
502653010,12,,,12,12,3,4,8,,,8,8,3,4,4,,,8,4,3,4,0
502654010,8,16,16,16,12,16,16,4,8,8,8,8,8,8,4,8,8,8,4,8,8,0
502654020,12,10,12,12,,12,,8,6,8,8,,8,,4,2,8,8,,8,,0
502655010,9,,,1,,15,,5,,,1,,7,,5,,,1,,7,,0
502663010,8,16,16,12,12,12,10,4,8,8,8,8,8,6,4,8,8,8,8,8,6,0
502663020,7,3,5,15,13,11,10,3,3,1,7,5,7,6,3,3,1,7,5,7,6,0
502677010,10,14,14,6,2,14,,6,6,6,2,2,6,,2,6,6,2,2,6,,0
502690010,10,10,9,10,12,12,15,6,6,5,6,8,8,7,6,6,1,6,4,4,7,0
502691010,13,13,9,5,13,14,16,5,5,5,1,5,6,8,5,5,1,1,5,6,8,0
502691020,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
502695010,16,10,8,16,16,16,4,8,6,4,8,8,8,4,8,2,4,8,8,8,4,0
502698010,2,2,2,6,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
502698020,2,1,4,6,6,8,6,2,1,4,2,2,4,2,2,1,4,2,2,4,2,0
502701020,11,10,,12,,,,7,6,,8,,,,3,2,,8,,,,0
502703010,10,14,14,10,16,16,16,6,6,6,6,8,8,8,6,6,6,6,8,8,8,0
502703011,,10,10,2,2,2,2,,6,6,2,2,2,2,,2,2,2,2,2,2,0
502711010,14,14,13,12,16,16,14,6,6,5,8,8,8,6,6,6,5,4,8,8,6,0
502723010,6,2,16,2,4,2,4,2,2,8,2,4,2,4,2,2,8,2,4,2,4,0
502723020,6,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
502747020,10,1,2,2,2,2,2,6,1,2,2,2,2,2,2,1,2,2,2,2,2,0
502750010,12,6,14,10,2,10,10,8,2,6,6,2,6,6,4,2,6,2,2,6,2,0
502750020,16,15,14,9,9,13,2,8,7,6,5,5,5,2,8,7,6,5,1,5,2,0
502751010,,,2,,4,2,,,,2,,4,2,,,,2,,4,2,,0
502752010,16,12,12,12,10,10,12,8,8,8,8,6,6,8,8,8,8,8,6,6,8,0
502752020,9,16,16,16,16,16,16,5,8,8,8,8,8,8,1,8,8,8,8,8,8,0
502755010,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
502755020,8,14,4,8,14,6,2,4,6,4,4,6,2,2,4,6,4,4,6,2,2,0
520064010,,,16,8,8,5,8,,,8,4,4,1,4,,,8,4,4,1,4,0
520084010,,,16,16,15,14,16,,,8,8,7,6,8,,,8,8,7,6,8,0
520102010,,,16,16,16,16,16,,,8,8,8,8,8,,,8,8,8,8,8,0
520142010,,,2,10,,6,10,,,2,6,,2,6,,,2,6,,2,2,0
520210010,,,6,,15,9,6,,,2,,7,5,2,,,2,,7,1,2,0
520298010,,,11,16,15,16,15,,,7,8,7,8,7,,,7,8,7,8,7,0
520298020,,,15,16,16,8,,,,7,8,8,4,,,,7,8,8,4,,0
520359020,,,6,14,14,12,16,,,2,6,6,8,8,,,2,6,6,8,8,0
520361010,,,10,14,10,10,,,,6,6,6,6,,,,2,6,2,2,,0
520433020,,,2,2,8,,2,,,2,2,4,,2,,,2,2,4,,2,0
520507020,,,10,,2,4,14,,,6,,2,4,6,,,2,,2,4,6,0
520521010,,,13,15,13,,13,,,5,7,5,,5,,,5,7,5,,5,0
520607010,,,14,10,9,13,14,,,6,6,5,5,6,,,6,6,1,5,6,0
520607020,,,11,15,16,15,15,,,7,7,8,7,7,,,7,7,8,7,7,0
520617010,,,12,6,6,2,16,,,8,2,2,2,8,,,8,2,2,2,8,0
520619020,,,16,16,10,15,12,,,8,8,6,7,8,,,8,8,2,7,4,0
520671010,,,4,1,2,,2,,,4,1,2,,2,,,4,1,2,,2,0
520794020,,,12,1,9,,1,,,8,1,5,,1,,,4,1,5,,1,0
520796010,,,3,2,3,4,1,,,3,2,3,4,1,,,3,2,3,4,1,0
520801010,,,12,,11,8,,,,8,,7,4,,,,8,,3,4,,0
520808010,,,14,4,2,1,11,,,6,4,2,1,7,,,6,4,2,1,3,0
520862010,,,6,6,13,10,1,,,2,2,5,6,1,,,2,2,5,2,1,0
520952010,,,2,,2,2,2,,,2,,2,2,2,,,2,,2,2,2,0
521068010,,,8,6,6,6,6,,,4,2,2,2,2,,,4,2,2,2,2,0
521092010,,,4,4,2,1,5,,,4,4,2,1,1,,,4,4,2,1,1,0
521092020,,,12,8,16,16,2,,,8,4,8,8,2,,,4,4,8,8,2,0
521129020,,,6,6,1,14,1,,,2,2,1,6,1,,,2,2,1,6,1,0
521218010,,,12,12,16,13,14,,,8,8,8,5,6,,,8,8,8,5,6,0
521229010,,,12,12,16,,,,,8,8,8,,,,,8,8,8,,,0
521240010,,,14,14,16,,,,,6,6,8,,,,,6,6,8,,,0
521284010,,,10,10,14,6,14,,,6,6,6,2,6,,,2,2,6,2,6,0
521298020,,,6,2,6,6,6,,,2,2,2,2,2,,,2,2,2,2,2,0
521326010,,,6,6,11,,16,,,2,2,7,,8,,,2,2,3,,8,0
521361020,,,16,1,9,16,,,,8,1,5,8,,,,8,1,1,8,,0
521400010,,,1,1,10,6,1,,,1,1,6,2,1,,,1,1,2,2,1,0
521406010,,,,16,16,16,16,,,,8,8,8,8,,,,8,8,8,8,0
521444010,,,14,14,10,1,10,,,6,6,6,1,6,,,6,6,2,1,6,0
521444020,,,6,5,8,1,2,,,2,1,4,1,2,,,2,1,4,1,2,0
521482010,,,12,12,10,16,16,,,8,8,6,8,8,,,8,8,2,8,8,0
521487020,,,14,5,14,,1,,,6,1,6,,1,,,6,1,6,,1,0
521582010,,,9,9,9,9,9,,,5,5,5,5,5,,,5,1,5,5,1,0
521593010,,,8,10,2,14,2,,,4,6,2,6,2,,,4,2,2,6,2,0
521655010,,,14,16,8,16,16,,,6,8,4,8,8,,,6,8,4,8,8,0
521672010,,,16,14,14,11,12,,,8,6,6,7,8,,,8,6,6,3,8,0
521719010,,,14,10,2,1,10,,,6,6,2,1,6,,,6,6,2,1,2,0
521740010,,,12,,16,8,14,,,8,,8,4,6,,,4,,8,4,6,0
521766010,,,12,12,10,12,,,,8,8,6,8,,,,8,8,2,8,,0
521803010,,,,16,16,11,16,,,,8,8,7,8,,,,8,8,7,8,0
521818010,,,4,4,4,4,1,,,4,4,4,4,1,,,4,4,4,4,1,0
521881010,,,14,10,10,10,,,,6,6,6,6,,,,6,2,2,2,,0
521908010,,,14,2,10,2,2,,,6,2,6,2,2,,,6,2,6,2,2,0
521938010,,,5,6,7,5,,,,1,2,3,1,,,,1,2,3,1,,0
521944010,,,16,6,15,8,16,,,8,2,7,4,8,,,8,2,7,4,8,0
521944020,,,15,6,16,16,12,,,7,2,8,8,8,,,7,2,8,8,8,0
521993010,,,12,4,,10,8,,,8,4,,6,4,,,4,4,,2,4,0
522017020,,,,1,6,2,,,,,1,2,2,,,,,1,2,2,,0
522045010,,,16,16,8,2,14,,,8,8,4,2,6,,,8,8,4,2,6,0
522141010,,,6,1,1,1,,,,2,1,1,1,,,,2,1,1,1,,0
522258010,,,8,16,16,16,4,,,4,8,8,8,4,,,4,8,8,8,4,0
522301010,,,,8,1,6,6,,,,4,1,2,2,,,,4,1,2,2,0
522347010,,,14,,14,6,8,,,6,,6,2,4,,,6,,6,2,4,0
522371010,,,16,2,4,4,14,,,8,2,4,4,6,,,8,2,4,4,6,0
522432010,,,2,4,2,2,2,,,2,4,2,2,2,,,2,4,2,2,2,0
522502020,,,16,15,12,16,4,,,8,7,8,8,4,,,8,7,8,8,4,0
522524010,,,10,16,13,14,16,,,6,8,5,6,8,,,2,8,5,6,8,0
522531020,,,12,2,12,9,12,,,8,2,8,5,8,,,8,2,8,1,8,0
522571020,,,,16,13,10,10,,,,8,5,6,6,,,,8,5,2,2,0
522598010,,,8,8,6,2,4,,,4,4,2,2,4,,,4,4,2,2,4,0
522598020,,,4,8,6,12,10,,,4,4,2,8,6,,,4,4,2,4,2,0
522606010,,,16,16,15,16,10,,,8,8,7,8,6,,,8,8,7,8,6,0
522610020,,,10,,14,2,,,,6,,6,2,,,,2,,6,2,,0
522649010,,,14,10,2,4,13,,,6,6,2,4,5,,,6,2,2,4,5,0
522677010,,,10,14,14,16,16,,,6,6,6,8,8,,,6,6,6,8,8,0
522711010,,,4,4,4,3,7,,,4,4,4,3,3,,,4,4,4,3,3,0
522711020,,,12,12,12,10,16,,,8,8,8,6,8,,,8,4,4,6,8,0
522728010,,,6,14,14,6,10,,,2,6,6,2,6,,,2,6,6,2,6,0
522738010,,,9,1,1,11,1,,,5,1,1,7,1,,,1,1,1,3,1,0
522756010,,,16,6,14,14,6,,,8,2,6,6,2,,,8,2,6,6,2,0
522786010,,,6,2,,2,2,,,2,2,,2,2,,,2,2,,2,2,0
522786020,,,2,8,2,2,,,,2,4,2,2,,,,2,4,2,2,,0
522871010,,,,14,16,16,14,,,,6,8,8,6,,,,6,8,8,6,0
522996010,,,6,6,8,6,14,,,2,2,4,2,6,,,2,2,4,2,6,0
523029010,,,2,2,2,14,8,,,2,2,2,6,4,,,2,2,2,6,4,0
523097010,,,10,2,9,2,,,,6,2,5,2,,,,2,2,1,2,,0
523417010,,,14,13,6,13,14,,,6,5,2,5,6,,,6,5,2,5,6,0
523443010,,,6,1,5,,1,,,2,1,1,,1,,,2,1,1,,1,0
523445010,,,16,12,15,11,16,,,8,8,7,7,8,,,8,8,7,7,8,0
523452020,,,16,16,16,16,9,,,8,8,8,8,5,,,8,8,8,8,5,0
523472010,,,16,13,16,16,16,,,8,5,8,8,8,,,8,5,8,8,8,0
523472020,,,6,8,6,5,6,,,2,4,2,1,2,,,2,4,2,1,2,0
523537010,,,14,7,15,16,16,,,6,3,7,8,8,,,6,3,7,8,8,0
523539010,,,16,16,16,16,8,,,8,8,8,8,4,,,8,8,8,8,4,0
523561010,,,12,16,14,14,14,,,8,8,6,6,6,,,4,8,6,6,6,0
523561020,,,16,8,16,16,16,,,8,4,8,8,8,,,8,4,8,8,8,0
523580010,,,13,,9,9,1,,,5,,5,5,1,,,5,,1,5,1,0
523659010,,,10,10,2,2,2,,,6,6,2,2,2,,,2,6,2,2,2,0
523659020,,,2,2,4,4,,,,2,2,4,4,,,,2,2,4,4,,0
523733010,,,14,14,10,10,16,,,6,6,6,6,8,,,6,6,2,2,8,0
523750020,,,6,3,2,1,2,,,2,3,2,1,2,,,2,3,2,1,2,0
523768010,,,14,14,10,,12,,,6,6,6,,8,,,6,6,6,,8,0
523768020,,,14,14,14,,10,,,6,6,6,,6,,,6,6,6,,2,0
523793010,,,16,14,14,2,,,,8,6,6,2,,,,8,6,6,2,,0
523802010,,,14,16,14,14,14,,,6,8,6,6,6,,,6,8,6,6,6,0
523863010,,,4,12,12,12,,,,4,8,8,8,,,,4,4,4,4,,0
523863020,,,1,1,1,1,,,,1,1,1,1,,,,1,1,1,1,,0
523871010,,,16,16,16,16,16,,,8,8,8,8,8,,,8,8,8,8,8,0
523888010,,,4,3,3,12,12,,,4,3,3,8,8,,,4,3,3,8,4,0
523913010,,,16,16,16,16,15,,,8,8,8,8,7,,,8,8,8,8,7,0
523964010,,,16,16,16,16,16,,,8,8,8,8,8,,,8,8,8,8,8,0
523964020,,,12,16,12,16,16,,,8,8,8,8,8,,,8,8,4,8,8,0
523966010,,,9,5,7,7,1,,,5,1,3,3,1,,,5,1,3,3,1,0
523966020,,,16,8,8,4,4,,,8,4,4,4,4,,,8,4,4,4,4,0
523969010,,,16,16,16,16,14,,,8,8,8,8,6,,,8,8,8,8,6,0
523991020,,,16,14,14,14,,,,8,6,6,6,,,,8,6,6,6,,0
523998010,,,4,12,4,12,14,,,4,8,4,8,6,,,4,4,4,4,6,0
523998020,,,16,16,16,16,16,,,8,8,8,8,8,,,8,8,8,8,8,0
523999010,,,14,16,12,14,14,,,6,8,8,6,6,,,6,8,4,6,6,0
524027010,,,16,16,16,16,16,,,8,8,8,8,8,,,8,8,8,8,8,0
524052010,,,14,12,12,12,10,,,6,8,8,8,6,,,6,8,8,8,2,0
524052020,,,2,2,2,2,1,,,2,2,2,2,1,,,2,2,2,2,1,0
